Filename,Z3,Eldarica,CVC4Ind,CVC4Finite,VeriMAP-iddt
isaplanner/prop_51.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_33.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_60.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_15.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_58.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_67.0.smt2,300000,400000,300000,300000,300000
isaplanner/prop_70.0.smt2,300000,4892,300000,300000,300000
isaplanner/prop_47.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_78.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_25.0.smt2,300000,6635,300000,300000,300000
isaplanner/prop_28.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_76.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_42.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_06.0.smt2,300000,2954,300000,300000,300000
isaplanner/prop_29.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_04.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_49.0.smt2,300000,400000,300000,300000,300000
isaplanner/prop_11.0.smt2,300000,2564,300000,300000,112
isaplanner/prop_69.0.smt2,300000,1867,300000,300000,300000
isaplanner/prop_34.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_52.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_21.0.smt2,300000,2723,300000,300000,300000
isaplanner/prop_62.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_75.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_79.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_65.0.smt2,300000,2346,300000,300000,300000
isaplanner/prop_10.0.smt2,24,2220,300000,300000,88
isaplanner/prop_31.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_32.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_68.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_72.0.smt2,300000,400000,300000,300000,300000
isaplanner/prop_53.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_71.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_19.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_82.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_84.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_23.0.smt2,300000,2101,300000,300000,300000
isaplanner/prop_80.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_17.0.smt2,33,2025,300000,28,126
isaplanner/prop_38.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_83.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_09.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_74.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_13.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_50.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_85.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_63.0.smt2,300000,400000,300000,300000,300000
isaplanner/prop_07.0.smt2,400000,5568,300000,300000,300000
isaplanner/prop_61.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_18.0.smt2,300000,4235,300000,300000,300000
isaplanner/prop_46.0.smt2,73,2520,300000,39,122
isaplanner/prop_22.0.smt2,300000,11857,300000,300000,300000
isaplanner/prop_40.0.smt2,36,2262,300000,32,115
isaplanner/prop_81.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_39.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_54.0.smt2,300000,5840,300000,300000,300000
isaplanner/prop_24.0.smt2,400000,8397,300000,300000,300000
isaplanner/prop_59.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_64.0.smt2,300000,400000,300000,300000,300000
isaplanner/prop_02.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_03.0.smt2,300000,300000,300000,300000,300000
isaplanner/prop_26.0.smt2,300000,300000,300000,300000,300000
prod/prop_05.0.smt2,300000,400000,300000,300000,300000
prod/prop_48.0.smt2,300000,300000,300000,300000,300000
prod/prop_16.0.smt2,300000,2840,300000,23,300000
prod/prop_20.0.smt2,300000,3266,300000,37,300000
prod/prop_45.0.smt2,400000,300000,300000,300000,300000
prod/prop_08.0.smt2,300000,300000,300000,300000,300000
prod/prop_44.0.smt2,300000,300000,300000,300000,300000
prod/prop_30.0.smt2,300000,400000,300000,300000,300000
prod/prop_27.0.smt2,300000,400000,300000,300000,300000
prod/prop_37.0.smt2,300000,300000,300000,300000,300000
prod/prop_01.0.smt2,300000,300000,300000,300000,300000
prod/prop_33.0.smt2,300000,300000,300000,300000,300000
prod/prop_15.0.smt2,300000,300000,300000,300000,300000
prod/prop_47.0.smt2,300000,300000,300000,300000,300000
prod/prop_25.0.smt2,300000,300000,300000,30,300000
prod/prop_28.0.smt2,300000,300000,300000,300000,300000
prod/prop_42.0.smt2,300000,300000,300000,300000,300000
prod/prop_06.0.smt2,300000,300000,300000,300000,300000
prod/prop_29.0.smt2,300000,300000,300000,300000,300000
prod/prop_04.0.smt2,300000,300000,300000,300000,300000
prod/prop_49.0.smt2,300000,300000,300000,300000,300000
prod/prop_11.0.smt2,300000,400000,300000,300000,300000
prod/prop_34.0.smt2,300000,300000,300000,300000,300000
prod/prop_21.0.smt2,300000,400000,300000,300000,300000
prod/prop_43.0.smt2,300000,300000,300000,300000,300000
prod/prop_10.0.smt2,300000,300000,300000,300000,300000
prod/prop_31.0.smt2,300000,400000,300000,300000,300000
prod/prop_14.0.smt2,300000,300000,300000,300000,300000
prod/prop_32.0.smt2,300000,300000,300000,300000,300000
prod/prop_36.0.smt2,300000,300000,300000,300000,300000
prod/prop_19.0.smt2,300000,300000,300000,300000,300000
prod/prop_23.0.smt2,300000,300000,300000,300000,300000
prod/prop_17.0.smt2,300000,300000,300000,300000,300000
prod/prop_38.0.smt2,300000,300000,300000,300000,300000
prod/prop_09.0.smt2,300000,400000,300000,300000,300000
prod/prop_13.0.smt2,300000,19002,300000,300000,300000
prod/prop_50.0.smt2,300000,300000,300000,300000,300000
prod/prop_07.0.smt2,300000,300000,300000,300000,300000
prod/prop_12.0.smt2,300000,300000,300000,300000,300000
prod/prop_18.0.smt2,300000,300000,300000,300000,300000
prod/prop_46.0.smt2,400000,300000,300000,300000,300000
prod/prop_22.0.smt2,300000,300000,300000,24,300000
prod/prop_40.0.smt2,300000,300000,300000,300000,300000
prod/prop_39.0.smt2,300000,300000,300000,300000,300000
prod/prop_35.0.smt2,300000,300000,300000,300000,300000
prod/prop_41.0.smt2,300000,300000,300000,300000,300000
prod/prop_24.0.smt2,300000,300000,300000,26,300000
prod/prop_02.0.smt2,300000,300000,300000,300000,300000
prod/prop_03.0.smt2,300000,300000,300000,300000,300000
prod/prop_26.0.smt2,300000,300000,300000,300000,300000
grammars/simp_expr_unambig2.0.smt2,300000,300000,300000,300000,300000
grammars/simp_expr_unambig4.0.smt2,300000,300000,300000,300000,300000
grammars/packrat_unambigPackrat.0.smt2,300000,300000,300000,300000,300000
grammars/simp_expr_unambig1.0.smt2,300000,300000,300000,300000,300000
grammars/simp_expr_unambig3.0.smt2,300000,300000,300000,300000,300000
grammars/simp_expr_unambig5.0.smt2,300000,300000,300000,300000,300000
